index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1,x2,y2,z2,fx2,fy2,fz2,x3,y3,z3,fx3,fy3,fz3
54,0.478916,0.0851548,0.0687822,0.467909,0.379811,-0.172365,-0.0851567,0.611954,0.122739,0.200345,0,0,0,0.343841,0.287217,-5.95989e-09,4.83837,-2.12334,51.023,-0.188945,-0.259282,-7.40726e-10,-1.88818,11.064,82.5272,-0.149747,0.203419,0.00018024,0,0,0
55,0.487952,0.0884278,0.0741272,0.471128,0.382441,-0.165042,-0.0892237,0.612091,0.124099,0.200064,0,0,0,0.343841,0.287217,-5.95989e-09,1.78253,-0.781516,18.771,-0.188945,-0.259282,-7.40726e-10,-0.684771,4.05781,30.3278,-0.14932,0.20467,3.363e-05,0,0,0
56,0.496988,0.0917041,0.0794821,0.473695,0.384982,-0.15749,-0.0936051,0.612122,0.124406,0.200001,0,0,0,0.343841,0.287217,-5.95989e-09,0.124074,-0.054356,1.30509,-0.188945,-0.259282,-7.40726e-10,-0.0470621,0.28143,2.10674,-0.149224,0.204952,5.24623e-07,0,0,0
57,0.506024,0.0949826,0.0848393,0.475495,0.387487,-0.149908,-0.098023,0.612122,0.124411,0.2,1.81832,0.560688,4.88921,0.343864,0.287243,3.27781e-05,0,0,0,-0.188906,-0.25927,1.53659e-05,0,0,0,-0.149222,0.204957,-8.59881e-10,1.78604,0.38596,7.73106
58,0.51506,0.0982767,0.0902008,0.476549,0.389961,-0.142484,-0.102343,0.612122,0.124411,0.2,10.2007,3.14536,27.3568,0.344201,0.287628,0.000512245,0,0,0,-0.18834,-0.259104,0.000240104,0,0,0,-0.149222,0.204957,-8.59881e-10,10.0114,2.16585,43.3062
59,0.524096,0.101629,0.0955775,0.477007,0.392384,-0.135668,-0.106356,0.612122,0.124411,0.2,23.1342,7.13323,61.8396,0.345316,0.288899,0.00209817,0,0,0,-0.186468,-0.258554,0.000983467,0,0,0,-0.149222,0.204957,-8.59881e-10,22.6818,4.91379,98.0306
60,0.533133,0.105106,0.100987,0.477098,0.394735,-0.130125,-0.109783,0.612122,0.124411,0.2,38.1049,11.749,101.424,0.347677,0.29159,0.00545444,0,0,0,-0.182507,-0.25739,0.00255663,0,0,0,-0.149222,0.204957,-8.59881e-10,37.3104,8.09756,161.076
61,0.542169,0.108785,0.10645,0.477091,0.397007,-0.126584,-0.112366,0.612122,0.124411,0.2,52.5989,16.2174,139.196,0.35175,0.296233,0.0112449,0,0,0,-0.175673,-0.255382,0.00527077,0,0,0,-0.149222,0.204957,-8.59881e-10,51.4102,11.1849,221.615
62,0.551205,0.112741,0.111985,0.477241,0.399206,-0.125695,-0.11392,0.612122,0.124411,0.2,64.1022,19.763,168.242,0.358002,0.30336,0.0201335,0,0,0,-0.165182,-0.252299,0.00943706,0,0,0,-0.149222,0.204957,-8.59881e-10,62.4944,13.6437,268.819
63,0.560241,0.117031,0.117609,0.477746,0.401351,-0.127898,-0.114376,0.612122,0.124411,0.2,70.1009,21.6106,181.649,0.366899,0.313503,0.032784,0,0,0,-0.150251,-0.247911,0.0153667,0,0,0,-0.149222,0.204957,-8.59881e-10,68.0762,14.9416,291.861
